df_index;Key;Priority;TimeEstimate;TimeOriginalEstimate;DeltaDueCreate;SizeSummary;SizeDescription;Story;Epic;Task;Bug;Incident;SubTask;CDeliveryManager;CProjectManager;CSeniorDeveloper;CMediorDeveloper;CJuniorDeveloper;CDesigner;CSystemAccount;CTester;CIntern;CClient;CUndefined;ADeliveryManager;AProjectManager;ASeniorDeveloper;AMediorDeveloper;AJuniorDeveloper;ADesigner;ASystemAccount;ATester;AIntern;AClient;AUndefined;RDeliveryManager;RProjectManager;RSeniorDeveloper;RMediorDeveloper;RJuniorDeveloper;RDesigner;RSystemAccount;RTester;RIntern;RClient;RUndefined;WorkRatio;Fitness
6736;ZK3-1588;3;0;8100;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100.0;1.0
6737;CONAF-881;3;0;0;31536000.0;9;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6738;ZK3-1589;3;0;7200;31536000.0;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100.0;1.0
6739;ZK3-1590;3;0;1800;31536000.0;13;56;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;100.0;0.9166666666666666
6740;ZK3-1591;3;0;0;31536000.0;14;45;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9
6741;CONCC-4;3;0;900;31536000.0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100.0;1.0
6742;CONCC-5;3;0;900;31536000.0;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100.0;1.0
6743;CONIU-496;3;0;0;31536000.0;5;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;1.0
6744;ZK3-1592;3;0;10800;31536000.0;19;40;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;100.0;1.0
6745;ZK3-1593;3;0;21600;31536000.0;15;28;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;116.0;1.0
6746;ZK3-1594;3;0;28800;31536000.0;24;42;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;100.0;0.9333333333333333
6747;ZK3-1595;3;0;0;31536000.0;23;26;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.0;0.9333333333333333
6748;ZK3-1596;3;0;0;31536000.0;23;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-1.0;1.0
6749;ZK3-1597;3;0;10800;31536000.0;16;32;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;100.0;0.9444444444444444
6750;ZK3-1598;3;0;10800;31536000.0;20;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;100.0;1.0
6751;ZK3-1599;3;0;10800;31536000.0;20;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;100.0;0.96
6752;CONCC-6;3;0;900;31536000.0;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100.0;1.0
6753;ZK3-1600;3;0;7200;31536000.0;13;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;100.0;0.9166666666666666
6754;ZK3-1601;3;0;0;31536000.0;7;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.8888888888888888
6755;ZK3-1602;3;0;39600;31536000.0;16;45;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;106.0;1.0
6756;ZK3-1603;3;0;7200;31536000.0;15;7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;50.0;0.8947368421052632
6757;ZK3-1604;3;0;18000;31536000.0;17;21;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;100.0;1.0
6758;ZK3-1605;3;0;7200;31536000.0;22;64;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;250.0;1.0
6759;ZK3-1606;3;0;21600;31536000.0;15;50;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;150.0;0.96875
6760;ZK3-1607;3;0;10800;31536000.0;8;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;108.0;0.9
6761;ZK3-1608;3;0;43200;31536000.0;8;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;66.0;1.0
6762;ZK3-1609;3;0;36000;31536000.0;5;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;95.0;1.0
6763;ZK3-1610;3;0;10800;31536000.0;7;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100.0;1.0
6764;ZK3-1611;3;0;18000;31536000.0;10;11;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100.0;1.0
6765;CONAF-882;3;0;1800;31536000.0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100.0;1.0
6766;ZK3-1612;3;0;28800;31536000.0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10.0;1.0
6767;AWVNTN-2996;3;0;0;31536000.0;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;1.0
6768;CONIU-497;3;0;50400;31536000.0;5;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;133.0;1.0
6769;CONIU-498;3;0;25200;31536000.0;5;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;110.0;1.0
6770;CONIU-499;3;0;3600;31536000.0;4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100.0;1.0
6771;CONIU-500;3;0;0;31536000.0;4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.0;1.0
6772;CONIU-501;3;0;36000;31536000.0;4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;120.0;1.0
6773;ZK3-1613;3;0;10800;31536000.0;9;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;66.0;1.0
6774;ZK3-1614;3;0;10800;31536000.0;9;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;91.0;1.0
6775;CONAF-883;1;0;0;31536000.0;7;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6776;CONAF-884;3;0;5400;31536000.0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;116.0;1.0
6777;CONIU-502;3;0;50400;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;85.0;1.0
6778;CONIU-503;3;0;54000;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;90.0;1.0
6779;CONIU-504;3;0;0;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
6780;CONIU-505;3;0;0;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9.223372036854776e+18;1.0
6781;CONIU-506;3;0;28800;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;31.0;1.0
6782;CONIU-507;3;0;75600;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;113.0;1.0
6783;CONIU-508;3;0;72000;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;96.0;1.0
6784;CONIU-509;3;0;0;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
6785;CONIU-510;3;0;73800;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;108.0;1.0
6786;CONIU-511;3;0;54000;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;106.0;1.0
6787;CONIU-512;3;0;0;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
6788;CONIU-513;3;0;0;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
6789;CONIU-514;3;0;28800;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100.0;1.0
6790;CONIU-515;3;0;82800;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;98.0;1.0
6791;CONIU-516;3;0;0;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
6792;CONIU-517;3;0;72000;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;101.0;1.0
6793;CONIU-518;3;0;100800;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;112.0;1.0
6794;CONIU-519;3;0;24300;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;70.0;1.0
6795;CONIU-520;3;0;82800;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;116.0;1.0
6796;CONIU-521;3;0;28800;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100.0;1.0
6797;CONIU-522;3;0;28800;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;46.0;1.0
6798;CONIU-523;3;0;93600;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;90.0;1.0
6799;CONIU-524;3;0;72000;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;120.0;1.0
6800;CONIU-525;3;0;0;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
6801;CONIU-526;3;0;0;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;-1.0;1.0
6802;CONIU-527;3;0;90000;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;104.0;1.0
6803;CONIU-528;3;0;28800;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;37.0;1.0
6804;CONIU-529;3;0;72000;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;101.0;1.0
6805;CONIU-530;3;0;144000;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;99.0;1.0
6806;CONIU-531;3;0;28800;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.0;1.0
6807;CONIU-532;3;0;0;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;-1.0;1.0
6808;CONIU-533;3;0;43200;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;150.0;1.0
6809;CONIU-534;3;0;86400;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;108.0;1.0
6810;CONIU-535;3;0;28800;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;18.0;1.0
6811;CONIU-536;3;0;10800;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;266.0;1.0
6812;CONIU-537;3;0;97200;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;120.0;1.0
6813;CONAF-885;2;0;0;31536000.0;3;8;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6814;CONAF-886;2;0;0;31536000.0;4;35;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6815;CONAF-887;2;0;0;31536000.0;5;16;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6816;CONAF-888;3;0;0;31536000.0;4;16;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6817;CONAF-889;3;0;36000;31536000.0;7;38;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.0;1.0
6818;CONAF-890;2;36000;36000;31536000.0;4;10;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10.0;1.0
6819;CONAF-891;3;10800;10800;31536000.0;6;21;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0.0;1.0
6820;CONAF-892;3;0;3600;31536000.0;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100.0;1.0
6821;CONAF-893;2;0;0;31536000.0;12;29;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6822;CONAF-894;2;0;0;31536000.0;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6823;ZK3-1615;3;0;18000;31536000.0;23;40;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.0;1.0
6824;DRUMETAAL2-102;3;0;7200;31536000.0;10;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100.0;1.0
6825;CONAF-895;3;0;0;31536000.0;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6826;CONAF-896;3;0;0;31536000.0;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6827;CONAF-897;3;0;0;31536000.0;6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6828;CONAF-898;2;0;0;31536000.0;6;17;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6829;CONAF-899;2;0;0;31536000.0;16;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6830;CONAF-900;2;0;0;31536000.0;11;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6831;CONAF-901;2;0;0;31536000.0;8;22;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;0.9444444444444444
6832;CONAF-902;2;0;0;31536000.0;6;8;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;0.9444444444444444
6833;CONAF-903;3;0;0;31536000.0;9;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6834;CONAF-904;2;0;0;31536000.0;13;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6835;CONAF-905;2;0;0;31536000.0;7;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6836;CONAF-906;2;0;0;31536000.0;6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.0;1.0
6837;ZK3-1616;3;0;3600;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100.0;1.0
6838;CONEDI-388;3;0;0;31536000.0;3;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;1.0
6839;DRUMETAAL2-103;3;0;7200;31536000.0;7;30;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100.0;1.0
6840;AWVNTN-2997;3;0;3600;31536000.0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;50.0;1.0
6841;AWVNTN-2998;3;0;0;31536000.0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;1.0
6842;CONLC-34;3;0;70200;31536000.0;5;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0.0;1.0
6843;DRUMETAAL2-104;3;0;3600;31536000.0;9;15;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;150.0;0.9
6844;CONLC-35;4;0;46800;31536000.0;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;75.0;0.9666666666666667
6845;CONLC-36;3;0;18000;31536000.0;5;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100.0;1.0
6846;AWVNTN-2999;3;0;7200;31536000.0;7;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
6847;PSH-28;3;0;3600;31536000.0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100.0;1.0
6848;PSH-29;3;0;900;31536000.0;4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100.0;1.0
6849;ZK3-1617;3;0;0;31536000.0;3;26;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;-1.0;1.0
6850;ZK3-1618;3;0;0;31536000.0;4;24;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-1.0;1.0
6851;ZK3-1619;3;0;0;31536000.0;7;23;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;-1.0;0.9
6852;AWVNTN-3000;3;0;0;31536000.0;5;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;-1.0;1.0
6853;AWVNTN-3001;3;0;0;31536000.0;6;37;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;0.9
6854;AWVNTN-3002;3;0;0;31536000.0;11;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;0.9
